YearStart,YearEnd,LocationAbbr,LocationDesc,Datasource,Class,Topic,Question,Data_Value_Unit,Data_Value_Type,Data_Value,Data_Value_Alt,Data_Value_Footnote_Symbol,Data_Value_Footnote,Low_Confidence_Limit,High_Confidence_Limit ,Sample_Size,Total,Age(years),Education,Gender,Income,Race/Ethnicity,GeoLocation,ClassID,TopicID,QuestionID,DataValueTypeID,LocationID,StratificationCategory1,Stratification1,StratificationCategoryId1,StratificationID1
2017,2017,ND,North Dakota,Behavioral Risk Factor Surveillance System,Fruits and Vegetables,Fruits and Vegetables - Behavior,Percent of adults who report consuming fruit less than one time daily,,Value,38.8,38.8,,,34.5,43.2,656,,35 - 44,,,,,"(47.475319779, -100.118421049)",FV,FV1,Q018,VALUE,38,Age (years),35 - 44,AGEYR,AGEYR3544
2017,2017,TN,Tennessee,Behavioral Risk Factor Surveillance System,Fruits and Vegetables,Fruits and Vegetables - Behavior,Percent of adults who report consuming vegetables less than one time daily,,Value,,,~,Data not available because sample size is insufficient.,,,,,,,,,Other,"(35.68094058, -85.774490914)",FV,FV1,Q019,VALUE,47,Race/Ethnicity,Other,RACE,RACEOTH
2017,2017,CA,California,Behavioral Risk Factor Surveillance System,Fruits and Vegetables,Fruits and Vegetables - Behavior,Percent of adults who report consuming vegetables less than one time daily,,Value,,,~,Data not available because sample size is insufficient.,,,,,,,,,Hawaiian/Pacific Islander,"(37.638640123, -120.999999538)",FV,FV1,Q019,VALUE,06,Race/Ethnicity,Hawaiian/Pacific Islander,RACE,RACEHPI
2017,2017,US,National,Behavioral Risk Factor Surveillance System,Fruits and Vegetables,Fruits and Vegetables - Behavior,Percent of adults who report consuming vegetables less than one time daily,,Value,18.8,18.8,,,18.1,19.6,41018,,25 - 34,,,,,,FV,FV1,Q019,VALUE,59,Age (years),25 - 34,AGEYR,AGEYR2534
2017,2017,NE,Nebraska,Behavioral Risk Factor Surveillance System,Fruits and Vegetables,Fruits and Vegetables - Behavior,Percent of adults who report consuming fruit less than one time daily,,Value,29.4,29.4,,,27.4,31.5,4351,,,College graduate,,,,"(41.641040988001, -99.365720623)",FV,FV1,Q018,VALUE,31,Education,College graduate,EDU,EDUCOGRAD
2017,2017,CA,California,Behavioral Risk Factor Surveillance System,Fruits and Vegetables,Fruits and Vegetables - Behavior,Percent of adults who report consuming vegetables less than one time daily,,Value,35.3,35.3,,,32.9,37.8,2341,,,,,,Hispanic,"(37.638640123, -120.999999538)",FV,FV1,Q019,VALUE,06,Race/Ethnicity,Hispanic,RACE,RACEHIS
2017,2017,WV,West Virginia,Behavioral Risk Factor Surveillance System,Fruits and Vegetables,Fruits and Vegetables - Behavior,Percent of adults who report consuming fruit less than one time daily,,Value,39.5,39.5,,,35.9,43.2,1060,,,,,"$75,000 or greater",,"(38.665510202, -80.712640135)",FV,FV1,Q018,VALUE,54,Income,"$75,000 or greater",INC,INC75PLUS
2017,2017,PR,Puerto Rico,Behavioral Risk Factor Surveillance System,Fruits and Vegetables,Fruits and Vegetables - Behavior,Percent of adults who report consuming fruit less than one time daily,,Value,56.6,56.6,,,52.6,60.4,1028,,,,,"$15,000 - $24,999",,"(18.220833, -66.590149)",FV,FV1,Q018,VALUE,72,Income,"$15,000 - $24,999",INC,INC1525
2017,2017,VA,Virginia,Behavioral Risk Factor Surveillance System,Fruits and Vegetables,Fruits and Vegetables - Behavior,Percent of adults who report consuming fruit less than one time daily,,Value,34.2,34.2,,,26.4,43.1,211,,,,,,Asian,"(37.542680674, -78.457890463)",FV,FV1,Q018,VALUE,51,Race/Ethnicity,Asian,RACE,RACEASN
2017,2017,IN,Indiana,Behavioral Risk Factor Surveillance System,Fruits and Vegetables,Fruits and Vegetables - Behavior,Percent of adults who report consuming vegetables less than one time daily,,Value,12.9,12.9,,,11.6,14.3,4304,,,College graduate,,,,"(39.766910452, -86.149960194)",FV,FV1,Q019,VALUE,18,Education,College graduate,EDU,EDUCOGRAD
2017,2017,SD,South Dakota,Behavioral Risk Factor Surveillance System,Fruits and Vegetables,Fruits and Vegetables - Behavior,Percent of adults who report consuming fruit less than one time daily,,Value,,,~,Data not available because sample size is insufficient.,,,,,,,,,Asian,"(44.353130053, -100.373530637)",FV,FV1,Q018,VALUE,46,Race/Ethnicity,Asian,RACE,RACEASN
2017,2017,CO,Colorado,Behavioral Risk Factor Surveillance System,Fruits and Vegetables,Fruits and Vegetables - Behavior,Percent of adults who report consuming fruit less than one time daily,,Value,29.0,29.0,,,16.3,46.2,59,,,,,,Other,"(38.843840757, -106.133610921)",FV,FV1,Q018,VALUE,08,Race/Ethnicity,Other,RACE,RACEOTH
2017,2017,MD,Maryland,Behavioral Risk Factor Surveillance System,Fruits and Vegetables,Fruits and Vegetables - Behavior,Percent of adults who report consuming vegetables less than one time daily,,Value,15.4,15.4,,,8.8,25.6,109,,,,,,Other,"(39.290580964, -76.609260111)",FV,FV1,Q019,VALUE,24,Race/Ethnicity,Other,RACE,RACEOTH
2017,2017,NJ,New Jersey,Behavioral Risk Factor Surveillance System,Fruits and Vegetables,Fruits and Vegetables - Behavior,Percent of adults who report consuming vegetables less than one time daily,,Value,16.1,16.1,,,14.6,17.8,6084,,,,Female,,,"(40.130570048, -74.273691288)",FV,FV1,Q019,VALUE,34,Gender,Female,GEN,FEMALE
2017,2017,CT,Connecticut,Behavioral Risk Factor Surveillance System,Fruits and Vegetables,Fruits and Vegetables - Behavior,Percent of adults who report consuming vegetables less than one time daily,,Value,20.3,20.3,,,15.9,25.6,609,,,,,"$25,000 - $34,999",,"(41.56266102, -72.649840952)",FV,FV1,Q019,VALUE,09,Income,"$25,000 - $34,999",INC,INC2535
2017,2017,LA,Louisiana,Behavioral Risk Factor Surveillance System,Fruits and Vegetables,Fruits and Vegetables - Behavior,Percent of adults who report consuming vegetables less than one time daily,,Value,15.4,15.4,,,11.8,19.8,520,,,,,"$50,000 - $74,999",,"(31.312660644, -92.445680071)",FV,FV1,Q019,VALUE,22,Income,"$50,000 - $74,999",INC,INC5075
2017,2017,IA,Iowa,Behavioral Risk Factor Surveillance System,Fruits and Vegetables,Fruits and Vegetables - Behavior,Percent of adults who report consuming vegetables less than one time daily,,Value,11.9,11.9,,,5.4,24.2,66,,,,,,Asian,"(42.469400913, -93.816490556)",FV,FV1,Q019,VALUE,19,Race/Ethnicity,Asian,RACE,RACEASN
2017,2017,NM,New Mexico,Behavioral Risk Factor Surveillance System,Fruits and Vegetables,Fruits and Vegetables - Behavior,Percent of adults who report consuming vegetables less than one time daily,,Value,22.4,22.4,,,18.3,27.1,560,,25 - 34,,,,,"(34.520880952, -106.240580985)",FV,FV1,Q019,VALUE,35,Age (years),25 - 34,AGEYR,AGEYR2534
2017,2017,LA,Louisiana,Behavioral Risk Factor Surveillance System,Fruits and Vegetables,Fruits and Vegetables - Behavior,Percent of adults who report consuming fruit less than one time daily,,Value,52.6,52.6,,,47.9,57.2,698,,45 - 54,,,,,"(31.312660644, -92.445680071)",FV,FV1,Q018,VALUE,22,Age (years),45 - 54,AGEYR,AGEYR4554
2017,2017,MO,Missouri,Behavioral Risk Factor Surveillance System,Fruits and Vegetables,Fruits and Vegetables - Behavior,Percent of adults who report consuming fruit less than one time daily,,Value,40.7,40.7,,,36.3,45.2,882,,,,,"$35,000 - $49,999",,"(38.635790776, -92.566300053)",FV,FV1,Q018,VALUE,29,Income,"$35,000 - $49,999",INC,INC3550
2017,2017,MD,Maryland,Behavioral Risk Factor Surveillance System,Fruits and Vegetables,Fruits and Vegetables - Behavior,Percent of adults who report consuming vegetables less than one time daily,,Value,27.7,27.7,,,21.6,34.7,348,,,,,,Hispanic,"(39.290580964, -76.609260111)",FV,FV1,Q019,VALUE,24,Race/Ethnicity,Hispanic,RACE,RACEHIS
2017,2017,VI,Virgin Islands,Behavioral Risk Factor Surveillance System,Fruits and Vegetables,Fruits and Vegetables - Behavior,Percent of adults who report consuming fruit less than one time daily,,Value,,,~,Data not available because sample size is insufficient.,,,,,,,Female,,,"(18.335765, -64.896335)",FV,FV1,Q018,VALUE,78,Gender,Female,GEN,FEMALE
2017,2017,OK,Oklahoma,Behavioral Risk Factor Surveillance System,Fruits and Vegetables,Fruits and Vegetables - Behavior,Percent of adults who report consuming vegetables less than one time daily,,Value,17.8,17.8,,,13.8,22.7,546,,,,,"$25,000 - $34,999",,"(35.472031356, -97.521070214)",FV,FV1,Q019,VALUE,40,Income,"$25,000 - $34,999",INC,INC2535
2017,2017,MD,Maryland,Behavioral Risk Factor Surveillance System,Fruits and Vegetables,Fruits and Vegetables - Behavior,Percent of adults who report consuming fruit less than one time daily,,Value,,,~,Data not available because sample size is insufficient.,,,,,,,,,Hawaiian/Pacific Islander,"(39.290580964, -76.609260111)",FV,FV1,Q018,VALUE,24,Race/Ethnicity,Hawaiian/Pacific Islander,RACE,RACEHPI
2017,2017,RI,Rhode Island,Behavioral Risk Factor Surveillance System,Fruits and Vegetables,Fruits and Vegetables - Behavior,Percent of adults who report consuming vegetables less than one time daily,,Value,36.1,36.1,,,19.5,56.7,75,,,,,,Asian,"(41.708280193, -71.522470314)",FV,FV1,Q019,VALUE,44,Race/Ethnicity,Asian,RACE,RACEASN
2017,2017,CA,California,Behavioral Risk Factor Surveillance System,Fruits and Vegetables,Fruits and Vegetables - Behavior,Percent of adults who report consuming fruit less than one time daily,,Value,30.7,30.7,,,27.5,34.2,1271,,45 - 54,,,,,"(37.638640123, -120.999999538)",FV,FV1,Q018,VALUE,06,Age (years),45 - 54,AGEYR,AGEYR4554
2017,2017,IN,Indiana,Behavioral Risk Factor Surveillance System,Fruits and Vegetables,Fruits and Vegetables - Behavior,Percent of adults who report consuming fruit less than one time daily,,Value,43.6,43.6,,,41.0,46.3,1949,,45 - 54,,,,,"(39.766910452, -86.149960194)",FV,FV1,Q018,VALUE,18,Age (years),45 - 54,AGEYR,AGEYR4554
2017,2017,SD,South Dakota,Behavioral Risk Factor Surveillance System,Fruits and Vegetables,Fruits and Vegetables - Behavior,Percent of adults who report consuming vegetables less than one time daily,,Value,,,~,Data not available because sample size is insufficient.,,,,,,,,,Non-Hispanic Black,"(44.353130053, -100.373530637)",FV,FV1,Q019,VALUE,46,Race/Ethnicity,Non-Hispanic Black,RACE,RACEBLK
2017,2017,AZ,Arizona,Behavioral Risk Factor Surveillance System,Fruits and Vegetables,Fruits and Vegetables - Behavior,Percent of adults who report consuming fruit less than one time daily,,Value,38.9,38.9,,,35.9,42.1,1211,,25 - 34,,,,,"(34.86597028, -111.763811277)",FV,FV1,Q018,VALUE,04,Age (years),25 - 34,AGEYR,AGEYR2534
2017,2017,IN,Indiana,Behavioral Risk Factor Surveillance System,Fruits and Vegetables,Fruits and Vegetables - Behavior,Percent of adults who report consuming vegetables less than one time daily,,Value,27.1,27.1,,,22.8,31.8,798,,,,,,Non-Hispanic Black,"(39.766910452, -86.149960194)",FV,FV1,Q019,VALUE,18,Race/Ethnicity,Non-Hispanic Black,RACE,RACEBLK
2017,2017,CT,Connecticut,Behavioral Risk Factor Surveillance System,Fruits and Vegetables,Fruits and Vegetables - Behavior,Percent of adults who report consuming vegetables less than one time daily,,Value,17.6,17.6,,,14.2,21.7,686,,25 - 34,,,,,"(41.56266102, -72.649840952)",FV,FV1,Q019,VALUE,09,Age (years),25 - 34,AGEYR,AGEYR2534
2017,2017,AL,Alabama,Behavioral Risk Factor Surveillance System,Fruits and Vegetables,Fruits and Vegetables - Behavior,Percent of adults who report consuming fruit less than one time daily,,Value,,,~,Data not available because sample size is insufficient.,,,,,,,,,Other,"(32.840571122, -86.631860762)",FV,FV1,Q018,VALUE,01,Race/Ethnicity,Other,RACE,RACEOTH
2017,2017,PR,Puerto Rico,Behavioral Risk Factor Surveillance System,Fruits and Vegetables,Fruits and Vegetables - Behavior,Percent of adults who report consuming fruit less than one time daily,,Value,,,~,Data not available because sample size is insufficient.,,,,,,,,,Non-Hispanic Black,"(18.220833, -66.590149)",FV,FV1,Q018,VALUE,72,Race/Ethnicity,Non-Hispanic Black,RACE,RACEBLK
2017,2017,NH,New Hampshire,Behavioral Risk Factor Surveillance System,Fruits and Vegetables,Fruits and Vegetables - Behavior,Percent of adults who report consuming vegetables less than one time daily,,Value,12.6,12.6,,,9.2,17.1,457,,35 - 44,,,,,"(43.655950113, -71.50036092)",FV,FV1,Q019,VALUE,33,Age (years),35 - 44,AGEYR,AGEYR3544
2017,2017,TX,Texas,Behavioral Risk Factor Surveillance System,Fruits and Vegetables,Fruits and Vegetables - Behavior,Percent of adults who report consuming vegetables less than one time daily,,Value,34.2,34.2,,,28.7,40.2,1145,,,,,"Less than $15,000",,"(31.827240407, -99.426770206)",FV,FV1,Q019,VALUE,48,Income,"Less than $15,000",INC,INCLESS15
2017,2017,NY,New York,Behavioral Risk Factor Surveillance System,Fruits and Vegetables,Fruits and Vegetables - Behavior,Percent of adults who report consuming vegetables less than one time daily,,Value,25.9,25.9,,,22.5,29.6,1205,,,,,Data not reported,,"(42.827001032, -75.543970427)",FV,FV1,Q019,VALUE,36,Income,Data not reported,INC,INCNR
2017,2017,ND,North Dakota,Behavioral Risk Factor Surveillance System,Fruits and Vegetables,Fruits and Vegetables - Behavior,Percent of adults who report consuming vegetables less than one time daily,,Value,22.8,22.8,,,20.8,24.9,3018,,,,Male,,,"(47.475319779, -100.118421049)",FV,FV1,Q019,VALUE,38,Gender,Male,GEN,MALE
2017,2017,WA,Washington,Behavioral Risk Factor Surveillance System,Fruits and Vegetables,Fruits and Vegetables - Behavior,Percent of adults who report consuming fruit less than one time daily,,Value,29.1,29.1,,,20.0,40.2,120,,,,,,Other,"(47.522278629, -120.47001079)",FV,FV1,Q018,VALUE,53,Race/Ethnicity,Other,RACE,RACEOTH
2017,2017,DC,District of Columbia,Behavioral Risk Factor Surveillance System,Fruits and Vegetables,Fruits and Vegetables - Behavior,Percent of adults who report consuming vegetables less than one time daily,,Value,9.8,9.8,,,8.3,11.6,2073,,,College graduate,,,,"(38.890371385, -77.031961127)",FV,FV1,Q019,VALUE,11,Education,College graduate,EDU,EDUCOGRAD
2017,2017,PR,Puerto Rico,Behavioral Risk Factor Surveillance System,Fruits and Vegetables,Fruits and Vegetables - Behavior,Percent of adults who report consuming vegetables less than one time daily,,Value,45.2,45.2,,,42.0,48.4,1610,,,,Male,,,"(18.220833, -66.590149)",FV,FV1,Q019,VALUE,72,Gender,Male,GEN,MALE
2017,2017,AR,Arkansas,Behavioral Risk Factor Surveillance System,Fruits and Vegetables,Fruits and Vegetables - Behavior,Percent of adults who report consuming vegetables less than one time daily,,Value,9.3,9.3,,,6.6,12.9,815,,,,,"$75,000 or greater",,"(34.748650124, -92.274490743)",FV,FV1,Q019,VALUE,05,Income,"$75,000 or greater",INC,INC75PLUS
2017,2017,ID,Idaho,Behavioral Risk Factor Surveillance System,Fruits and Vegetables,Fruits and Vegetables - Behavior,Percent of adults who report consuming fruit less than one time daily,,Value,47.0,47.0,,,31.7,62.8,68,,,,,,2 or more races,"(43.682630005, -114.363730042)",FV,FV1,Q018,VALUE,16,Race/Ethnicity,2 or more races,RACE,RACE2PLUS
2017,2017,CA,California,Behavioral Risk Factor Surveillance System,Fruits and Vegetables,Fruits and Vegetables - Behavior,Percent of adults who report consuming fruit less than one time daily,,Value,36.3,36.3,,,26.0,48.1,129,,,,,,Other,"(37.638640123, -120.999999538)",FV,FV1,Q018,VALUE,06,Race/Ethnicity,Other,RACE,RACEOTH
2017,2017,NJ,New Jersey,Behavioral Risk Factor Surveillance System,Fruits and Vegetables,Fruits and Vegetables - Behavior,Percent of adults who report consuming fruit less than one time daily,,Value,34.7,34.7,,,24.2,46.9,121,,,,,,2 or more races,"(40.130570048, -74.273691288)",FV,FV1,Q018,VALUE,34,Race/Ethnicity,2 or more races,RACE,RACE2PLUS
2017,2017,IN,Indiana,Behavioral Risk Factor Surveillance System,Fruits and Vegetables,Fruits and Vegetables - Behavior,Percent of adults who report consuming vegetables less than one time daily,,Value,19.2,19.2,,,16.8,22.0,1264,,35 - 44,,,,,"(39.766910452, -86.149960194)",FV,FV1,Q019,VALUE,18,Age (years),35 - 44,AGEYR,AGEYR3544
2017,2017,OH,Ohio,Behavioral Risk Factor Surveillance System,Fruits and Vegetables,Fruits and Vegetables - Behavior,Percent of adults who report consuming vegetables less than one time daily,,Value,18.7,18.7,,,11.4,29.0,111,,,,,,Asian,"(40.060210141, -82.404260056)",FV,FV1,Q019,VALUE,39,Race/Ethnicity,Asian,RACE,RACEASN
2017,2017,TX,Texas,Behavioral Risk Factor Surveillance System,Fruits and Vegetables,Fruits and Vegetables - Behavior,Percent of adults who report consuming vegetables less than one time daily,,Value,23.3,23.3,,,19.5,27.7,1271,,35 - 44,,,,,"(31.827240407, -99.426770206)",FV,FV1,Q019,VALUE,48,Age (years),35 - 44,AGEYR,AGEYR3544
2017,2017,OK,Oklahoma,Behavioral Risk Factor Surveillance System,Fruits and Vegetables,Fruits and Vegetables - Behavior,Percent of adults who report consuming fruit less than one time daily,,Value,,,~,Data not available because sample size is insufficient.,,,,,,,,,Hawaiian/Pacific Islander,"(35.472031356, -97.521070214)",FV,FV1,Q018,VALUE,40,Race/Ethnicity,Hawaiian/Pacific Islander,RACE,RACEHPI
2017,2017,US,National,Behavioral Risk Factor Surveillance System,Fruits and Vegetables,Fruits and Vegetables - Behavior,Percent of adults who report consuming fruit less than one time daily,,Value,32.8,32.8,,,30.7,35.0,8432,,,,,,Asian,,FV,FV1,Q018,VALUE,59,Race/Ethnicity,Asian,RACE,RACEASN
2017,2017,US,National,Behavioral Risk Factor Surveillance System,Fruits and Vegetables,Fruits and Vegetables - Behavior,Percent of adults who report consuming vegetables less than one time daily,,Value,22.0,22.0,,,21.2,22.8,56782,,,,,Data not reported,,,FV,FV1,Q019,VALUE,59,Income,Data not reported,INC,INCNR
2017,2017,WV,West Virginia,Behavioral Risk Factor Surveillance System,Fruits and Vegetables,Fruits and Vegetables - Behavior,Percent of adults who report consuming fruit less than one time daily,,Value,48.6,48.6,,,44.8,52.4,877,,45 - 54,,,,,"(38.665510202, -80.712640135)",FV,FV1,Q018,VALUE,54,Age (years),45 - 54,AGEYR,AGEYR4554
2017,2017,KY,Kentucky,Behavioral Risk Factor Surveillance System,Fruits and Vegetables,Fruits and Vegetables - Behavior,Percent of adults who report consuming vegetables less than one time daily,,Value,16.6,16.6,,,15.3,18.1,6406,,,,,,Non-Hispanic White,"(37.645970271, -84.774971048)",FV,FV1,Q019,VALUE,21,Race/Ethnicity,Non-Hispanic White,RACE,RACEWHT
2017,2017,UT,Utah,Behavioral Risk Factor Surveillance System,Fruits and Vegetables,Fruits and Vegetables - Behavior,Percent of adults who report consuming fruit less than one time daily,,Value,30.7,30.7,,,28.1,33.5,1708,,35 - 44,,,,,"(39.360700171, -111.587130635)",FV,FV1,Q018,VALUE,49,Age (years),35 - 44,AGEYR,AGEYR3544
2017,2017,RI,Rhode Island,Behavioral Risk Factor Surveillance System,Fruits and Vegetables,Fruits and Vegetables - Behavior,Percent of adults who report consuming fruit less than one time daily,,Value,23.3,23.3,,,21.0,25.8,2279,,,College graduate,,,,"(41.708280193, -71.522470314)",FV,FV1,Q018,VALUE,44,Education,College graduate,EDU,EDUCOGRAD
2017,2017,NY,New York,Behavioral Risk Factor Surveillance System,Fruits and Vegetables,Fruits and Vegetables - Behavior,Percent of adults who report consuming fruit less than one time daily,,Value,34.3,34.3,,,31.6,37.1,2250,,55 - 64,,,,,"(42.827001032, -75.543970427)",FV,FV1,Q018,VALUE,36,Age (years),55 - 64,AGEYR,AGEYR5564
2017,2017,LA,Louisiana,Behavioral Risk Factor Surveillance System,Fruits and Vegetables,Fruits and Vegetables - Behavior,Percent of adults who report consuming vegetables less than one time daily,,Value,19.4,19.4,,,16.7,22.4,1112,,,Some college or technical school,,,,"(31.312660644, -92.445680071)",FV,FV1,Q019,VALUE,22,Education,Some college or technical school,EDU,EDUCOTEC
2017,2017,NJ,New Jersey,Behavioral Risk Factor Surveillance System,Fruits and Vegetables,Fruits and Vegetables - Behavior,Percent of adults who report consuming vegetables less than one time daily,,Value,17.8,17.8,,,15.7,20.1,3812,,65 or older,,,,,"(40.130570048, -74.273691288)",FV,FV1,Q019,VALUE,34,Age (years),65 or older,AGEYR,AGEYR65PLUS
2017,2017,IL,Illinois,Behavioral Risk Factor Surveillance System,Fruits and Vegetables,Fruits and Vegetables - Behavior,Percent of adults who report consuming vegetables less than one time daily,,Value,,,~,Data not available because sample size is insufficient.,,,,,,,,,Hawaiian/Pacific Islander,"(40.485010283, -88.997710178)",FV,FV1,Q019,VALUE,17,Race/Ethnicity,Hawaiian/Pacific Islander,RACE,RACEHPI
2017,2017,ND,North Dakota,Behavioral Risk Factor Surveillance System,Fruits and Vegetables,Fruits and Vegetables - Behavior,Percent of adults who report consuming vegetables less than one time daily,,Value,16.1,16.1,,,14.1,18.4,2138,,,,,"$75,000 or greater",,"(47.475319779, -100.118421049)",FV,FV1,Q019,VALUE,38,Income,"$75,000 or greater",INC,INC75PLUS
2017,2017,ND,North Dakota,Behavioral Risk Factor Surveillance System,Fruits and Vegetables,Fruits and Vegetables - Behavior,Percent of adults who report consuming fruit less than one time daily,,Value,40.4,40.4,,,34.7,46.4,342,,18 - 24,,,,,"(47.475319779, -100.118421049)",FV,FV1,Q018,VALUE,38,Age (years),18 - 24,AGEYR,AGEYR1824
2017,2017,AZ,Arizona,Behavioral Risk Factor Surveillance System,Fruits and Vegetables,Fruits and Vegetables - Behavior,Percent of adults who report consuming vegetables less than one time daily,,Value,21.4,21.4,,,18.8,24.2,1169,,25 - 34,,,,,"(34.86597028, -111.763811277)",FV,FV1,Q019,VALUE,04,Age (years),25 - 34,AGEYR,AGEYR2534
2017,2017,WI,Wisconsin,Behavioral Risk Factor Surveillance System,Fruits and Vegetables,Fruits and Vegetables - Behavior,Percent of adults who report consuming fruit less than one time daily,,Value,38.7,38.7,,,33.5,44.2,702,,,,,"$15,000 - $24,999",,"(44.393191174, -89.816370742)",FV,FV1,Q018,VALUE,55,Income,"$15,000 - $24,999",INC,INC1525
2017,2017,RI,Rhode Island,Behavioral Risk Factor Surveillance System,Fruits and Vegetables,Fruits and Vegetables - Behavior,Percent of adults who report consuming vegetables less than one time daily,,Value,20.8,20.8,,,18.3,23.6,2076,,,,Male,,,"(41.708280193, -71.522470314)",FV,FV1,Q019,VALUE,44,Gender,Male,GEN,MALE
2017,2017,US,National,Behavioral Risk Factor Surveillance System,Fruits and Vegetables,Fruits and Vegetables - Behavior,Percent of adults who report consuming vegetables less than one time daily,,Value,18.0,18.0,,,13.8,23.1,857,,,,,,Hawaiian/Pacific Islander,,FV,FV1,Q019,VALUE,59,Race/Ethnicity,Hawaiian/Pacific Islander,RACE,RACEHPI
2017,2017,ME,Maine,Behavioral Risk Factor Surveillance System,Fruits and Vegetables,Fruits and Vegetables - Behavior,Percent of adults who report consuming fruit less than one time daily,,Value,32.8,32.8,,,28.2,37.7,876,,35 - 44,,,,,"(45.254228894001, -68.985031336)",FV,FV1,Q018,VALUE,23,Age (years),35 - 44,AGEYR,AGEYR3544
2017,2017,RI,Rhode Island,Behavioral Risk Factor Surveillance System,Fruits and Vegetables,Fruits and Vegetables - Behavior,Percent of adults who report consuming fruit less than one time daily,,Value,40.2,40.2,,,33.1,47.6,294,,,Less than high school,,,,"(41.708280193, -71.522470314)",FV,FV1,Q018,VALUE,44,Education,Less than high school,EDU,EDUHS
2017,2017,VT,Vermont,Behavioral Risk Factor Surveillance System,Fruits and Vegetables,Fruits and Vegetables - Behavior,Percent of adults who report consuming vegetables less than one time daily,,Value,13.0,13.0,,,10.5,16.1,954,,45 - 54,,,,,"(43.625381239, -72.517640791)",FV,FV1,Q019,VALUE,50,Age (years),45 - 54,AGEYR,AGEYR4554
2017,2017,SC,South Carolina,Behavioral Risk Factor Surveillance System,Fruits and Vegetables,Fruits and Vegetables - Behavior,Percent of adults who report consuming fruit less than one time daily,,Value,41.3,41.3,,,37.6,45.0,977,,35 - 44,,,,,"(33.998821303, -81.045371207)",FV,FV1,Q018,VALUE,45,Age (years),35 - 44,AGEYR,AGEYR3544
2017,2017,WV,West Virginia,Behavioral Risk Factor Surveillance System,Fruits and Vegetables,Fruits and Vegetables - Behavior,Percent of adults who report consuming vegetables less than one time daily,,Value,25.8,25.8,,,14.1,42.4,69,,,,,,2 or more races,"(38.665510202, -80.712640135)",FV,FV1,Q019,VALUE,54,Race/Ethnicity,2 or more races,RACE,RACE2PLUS
2017,2017,MI,Michigan,Behavioral Risk Factor Surveillance System,Fruits and Vegetables,Fruits and Vegetables - Behavior,Percent of adults who report consuming fruit less than one time daily,,Value,36.8,36.8,,,34.3,39.3,2152,,55 - 64,,,,,"(44.661319543001, -84.71439027)",FV,FV1,Q018,VALUE,26,Age (years),55 - 64,AGEYR,AGEYR5564
2017,2017,MO,Missouri,Behavioral Risk Factor Surveillance System,Fruits and Vegetables,Fruits and Vegetables - Behavior,Percent of adults who report consuming fruit less than one time daily,,Value,35.4,35.4,,,24.3,48.3,115,,,,,,2 or more races,"(38.635790776, -92.566300053)",FV,FV1,Q018,VALUE,29,Race/Ethnicity,2 or more races,RACE,RACE2PLUS
2017,2017,KS,Kansas,Behavioral Risk Factor Surveillance System,Fruits and Vegetables,Fruits and Vegetables - Behavior,Percent of adults who report consuming vegetables less than one time daily,,Value,26.3,26.3,,,22.2,30.8,714,,,,,,Non-Hispanic Black,"(38.3477403, -98.200781227)",FV,FV1,Q019,VALUE,20,Race/Ethnicity,Non-Hispanic Black,RACE,RACEBLK
2017,2017,CO,Colorado,Behavioral Risk Factor Surveillance System,Fruits and Vegetables,Fruits and Vegetables - Behavior,Percent of adults who report consuming fruit less than one time daily,,Value,36.1,36.1,,,27.1,46.3,136,,,,,,Asian,"(38.843840757, -106.133610921)",FV,FV1,Q018,VALUE,08,Race/Ethnicity,Asian,RACE,RACEASN
2017,2017,ID,Idaho,Behavioral Risk Factor Surveillance System,Fruits and Vegetables,Fruits and Vegetables - Behavior,Percent of adults who report consuming fruit less than one time daily,,Value,32.4,32.4,,,29.5,35.6,1589,,65 or older,,,,,"(43.682630005, -114.363730042)",FV,FV1,Q018,VALUE,16,Age (years),65 or older,AGEYR,AGEYR65PLUS
2017,2017,GU,Guam,Behavioral Risk Factor Surveillance System,Fruits and Vegetables,Fruits and Vegetables - Behavior,Percent of adults who report consuming vegetables less than one time daily,,Value,21.7,21.7,,,14.8,30.6,164,,,,,"$50,000 - $74,999",,"(13.444304, 144.793731)",FV,FV1,Q019,VALUE,66,Income,"$50,000 - $74,999",INC,INC5075
2017,2017,CO,Colorado,Behavioral Risk Factor Surveillance System,Fruits and Vegetables,Fruits and Vegetables - Behavior,Percent of adults who report consuming vegetables less than one time daily,,Value,17.4,17.4,,,16.4,18.5,8350,Total,,,,,,"(38.843840757, -106.133610921)",FV,FV1,Q019,VALUE,08,Total,Total,OVR,OVERALL
2017,2017,CO,Colorado,Behavioral Risk Factor Surveillance System,Fruits and Vegetables,Fruits and Vegetables - Behavior,Percent of adults who report consuming vegetables less than one time daily,,Value,14.3,14.3,,,12.1,16.8,1295,,45 - 54,,,,,"(38.843840757, -106.133610921)",FV,FV1,Q019,VALUE,08,Age (years),45 - 54,AGEYR,AGEYR4554
2017,2017,FL,Florida,Behavioral Risk Factor Surveillance System,Fruits and Vegetables,Fruits and Vegetables - Behavior,Percent of adults who report consuming fruit less than one time daily,,Value,32.9,32.9,,,30.2,35.7,5929,,,Some college or technical school,,,,"(28.932040377, -81.928960539)",FV,FV1,Q018,VALUE,12,Education,Some college or technical school,EDU,EDUCOTEC
