"Notes"	"Cancer Sites"	"Cancer Sites Code"	"State"	"State Code"	"Year"	"Year Code"	"Sex"	"Sex Code"	"Age Group"	"Age Group Code"	Deaths	Population	Crude Rate
	"All Cancer Sites Combined"	"0"	"Georgia"	"13"	"2019"	"2019"	"Female"	"F"	"35-39 years"	"35-39"	97	366627	26.5
	"All Cancer Sites Combined"	"0"	"Georgia"	"13"	"2019"	"2019"	"Female"	"F"	"40-44 years"	"40-44"	132	349143	37.8
	"All Cancer Sites Combined"	"0"	"Georgia"	"13"	"2019"	"2019"	"Female"	"F"	"45-49 years"	"45-49"	234	368242	63.5
	"All Cancer Sites Combined"	"0"	"Georgia"	"13"	"2019"	"2019"	"Female"	"F"	"50-54 years"	"50-54"	417	353106	118.1
	"All Cancer Sites Combined"	"0"	"Georgia"	"13"	"2019"	"2019"	"Female"	"F"	"55-59 years"	"55-59"	674	359156	187.7
	"All Cancer Sites Combined"	"0"	"Georgia"	"13"	"2019"	"2019"	"Female"	"F"	"60-64 years "	"60-64"	975	325944	299.1
	"All Cancer Sites Combined"	"0"	"Georgia"	"13"	"2019"	"2019"	"Female"	"F"	"65-69 years"	"65-69"	1141	278529	409.7
	"All Cancer Sites Combined"	"0"	"Georgia"	"13"	"2019"	"2019"	"Female"	"F"	"70-74 years"	"70-74"	1268	227063	558.4
	"All Cancer Sites Combined"	"0"	"Georgia"	"13"	"2019"	"2019"	"Female"	"F"	"75-79 years"	"75-79"	1133	153772	736.8
	"All Cancer Sites Combined"	"0"	"Georgia"	"13"	"2019"	"2019"	"Female"	"F"	"80-84 years"	"80-84"	909	98022	927.3
	"All Cancer Sites Combined"	"0"	"Georgia"	"13"	"2019"	"2019"	"Female"	"F"	"85+ years"	"85+"	1239	99429	1246.1
	"All Cancer Sites Combined"	"0"	"Georgia"	"13"	"2019"	"2019"	"Male"	"M"	"25-29 years"	"25-29"	22	387120	5.7
	"All Cancer Sites Combined"	"0"	"Georgia"	"13"	"2019"	"2019"	"Male"	"M"	"30-34 years"	"30-34"	35	355769	9.8
	"All Cancer Sites Combined"	"0"	"Georgia"	"13"	"2019"	"2019"	"Male"	"M"	"35-39 years"	"35-39"	65	343438	18.9
	"All Cancer Sites Combined"	"0"	"Georgia"	"13"	"2019"	"2019"	"Male"	"M"	"40-44 years"	"40-44"	102	323206	31.6
	"All Cancer Sites Combined"	"0"	"Georgia"	"13"	"2019"	"2019"	"Male"	"M"	"45-49 years"	"45-49"	178	344476	51.7
	"All Cancer Sites Combined"	"0"	"Georgia"	"13"	"2019"	"2019"	"Male"	"M"	"50-54 years"	"50-54"	424	334207	126.9
	"All Cancer Sites Combined"	"0"	"Georgia"	"13"	"2019"	"2019"	"Male"	"M"	"55-59 years"	"55-59"	803	332388	241.6
	"All Cancer Sites Combined"	"0"	"Georgia"	"13"	"2019"	"2019"	"Male"	"M"	"60-64 years "	"60-64"	1271	290233	437.9
	"All Cancer Sites Combined"	"0"	"Georgia"	"13"	"2019"	"2019"	"Male"	"M"	"65-69 years"	"65-69"	1436	233236	615.7
	"All Cancer Sites Combined"	"0"	"Georgia"	"13"	"2019"	"2019"	"Male"	"M"	"70-74 years"	"70-74"	1516	187877	806.9
	"All Cancer Sites Combined"	"0"	"Georgia"	"13"	"2019"	"2019"	"Male"	"M"	"75-79 years"	"75-79"	1414	120727	1171.2
	"All Cancer Sites Combined"	"0"	"Georgia"	"13"	"2019"	"2019"	"Male"	"M"	"80-84 years"	"80-84"	1070	68618	1559.4
	"All Cancer Sites Combined"	"0"	"Georgia"	"13"	"2019"	"2019"	"Male"	"M"	"85+ years"	"85+"	1059	51922	2039.6
	"All Cancer Sites Combined"	"0"	"Hawaii"	"15"	"2017"	"2017"	"Female"	"F"	"35-39 years"	"35-39"	16	46617	34.3
	"All Cancer Sites Combined"	"0"	"Hawaii"	"15"	"2017"	"2017"	"Female"	"F"	"40-44 years"	"40-44"	18	41360	43.5
	"All Cancer Sites Combined"	"0"	"Hawaii"	"15"	"2017"	"2017"	"Female"	"F"	"45-49 years"	"45-49"	28	43321	64.6
	"All Cancer Sites Combined"	"0"	"Hawaii"	"15"	"2017"	"2017"	"Female"	"F"	"50-54 years"	"50-54"	48	44054	109.0
	"All Cancer Sites Combined"	"0"	"Hawaii"	"15"	"2017"	"2017"	"Female"	"F"	"55-59 years"	"55-59"	72	46591	154.5
	"All Cancer Sites Combined"	"0"	"Hawaii"	"15"	"2017"	"2017"	"Female"	"F"	"60-64 years "	"60-64"	116	46498	249.5
	"All Cancer Sites Combined"	"0"	"Hawaii"	"15"	"2017"	"2017"	"Female"	"F"	"65-69 years"	"65-69"	125	42021	297.5
	"All Cancer Sites Combined"	"0"	"Hawaii"	"15"	"2017"	"2017"	"Female"	"F"	"70-74 years"	"70-74"	150	32533	461.1
	"All Cancer Sites Combined"	"0"	"Hawaii"	"15"	"2017"	"2017"	"Female"	"F"	"75-79 years"	"75-79"	120	21662	554.0
	"All Cancer Sites Combined"	"0"	"Hawaii"	"15"	"2017"	"2017"	"Female"	"F"	"80-84 years"	"80-84"	130	16427	791.4
	"All Cancer Sites Combined"	"0"	"Hawaii"	"15"	"2017"	"2017"	"Female"	"F"	"85+ years"	"85+"	253	26329	960.9
	"All Cancer Sites Combined"	"0"	"Hawaii"	"15"	"2017"	"2017"	"Male"	"M"	"45-49 years"	"45-49"	23	43798	52.5
	"All Cancer Sites Combined"	"0"	"Hawaii"	"15"	"2017"	"2017"	"Male"	"M"	"50-54 years"	"50-54"	41	43439	94.4
	"All Cancer Sites Combined"	"0"	"Hawaii"	"15"	"2017"	"2017"	"Male"	"M"	"55-59 years"	"55-59"	100	45831	218.2
	"All Cancer Sites Combined"	"0"	"Hawaii"	"15"	"2017"	"2017"	"Male"	"M"	"60-64 years "	"60-64"	130	44056	295.1
	"All Cancer Sites Combined"	"0"	"Hawaii"	"15"	"2017"	"2017"	"Male"	"M"	"65-69 years"	"65-69"	216	39854	542.0
	"All Cancer Sites Combined"	"0"	"Hawaii"	"15"	"2017"	"2017"	"Male"	"M"	"70-74 years"	"70-74"	220	30192	728.7
	"All Cancer Sites Combined"	"0"	"Hawaii"	"15"	"2017"	"2017"	"Male"	"M"	"75-79 years"	"75-79"	193	18420	1047.8
	"All Cancer Sites Combined"	"0"	"Hawaii"	"15"	"2017"	"2017"	"Male"	"M"	"80-84 years"	"80-84"	146	11895	1227.4
	"All Cancer Sites Combined"	"0"	"Hawaii"	"15"	"2017"	"2017"	"Male"	"M"	"85+ years"	"85+"	263	14860	1769.9
	"All Cancer Sites Combined"	"0"	"Hawaii"	"15"	"2019"	"2019"	"Female"	"F"	"40-44 years"	"40-44"	20	41810	47.8
	"All Cancer Sites Combined"	"0"	"Hawaii"	"15"	"2019"	"2019"	"Female"	"F"	"45-49 years"	"45-49"	35	41790	83.8
	"All Cancer Sites Combined"	"0"	"Hawaii"	"15"	"2019"	"2019"	"Female"	"F"	"50-54 years"	"50-54"	59	42213	139.8
	"All Cancer Sites Combined"	"0"	"Hawaii"	"15"	"2019"	"2019"	"Female"	"F"	"55-59 years"	"55-59"	73	45548	160.3
	"All Cancer Sites Combined"	"0"	"Hawaii"	"15"	"2019"	"2019"	"Female"	"F"	"60-64 years "	"60-64"	117	45722	255.9
	"All Cancer Sites Combined"	"0"	"Hawaii"	"15"	"2019"	"2019"	"Female"	"F"	"65-69 years"	"65-69"	158	42924	368.1
	"All Cancer Sites Combined"	"0"	"Hawaii"	"15"	"2019"	"2019"	"Female"	"F"	"70-74 years"	"70-74"	144	35839	401.8
	"All Cancer Sites Combined"	"0"	"Hawaii"	"15"	"2019"	"2019"	"Female"	"F"	"75-79 years"	"75-79"	141	24357	578.9
	"All Cancer Sites Combined"	"0"	"Hawaii"	"15"	"2019"	"2019"	"Female"	"F"	"80-84 years"	"80-84"	141	16878	835.4
	"All Cancer Sites Combined"	"0"	"Hawaii"	"15"	"2019"	"2019"	"Female"	"F"	"85+ years"	"85+"	269	26856	1001.6
	"All Cancer Sites Combined"	"0"	"Hawaii"	"15"	"2019"	"2019"	"Male"	"M"	"45-49 years"	"45-49"	24	42216	56.9
	"All Cancer Sites Combined"	"0"	"Hawaii"	"15"	"2019"	"2019"	"Male"	"M"	"50-54 years"	"50-54"	41	41430	99.0
	"All Cancer Sites Combined"	"0"	"Hawaii"	"15"	"2019"	"2019"	"Male"	"M"	"55-59 years"	"55-59"	72	44493	161.8
	"All Cancer Sites Combined"	"0"	"Hawaii"	"15"	"2019"	"2019"	"Male"	"M"	"60-64 years "	"60-64"	128	43509	294.2
	"All Cancer Sites Combined"	"0"	"Hawaii"	"15"	"2019"	"2019"	"Male"	"M"	"65-69 years"	"65-69"	201	40046	501.9
	"All Cancer Sites Combined"	"0"	"Hawaii"	"15"	"2019"	"2019"	"Male"	"M"	"70-74 years"	"70-74"	234	33130	706.3
	"All Cancer Sites Combined"	"0"	"Hawaii"	"15"	"2019"	"2019"	"Male"	"M"	"75-79 years"	"75-79"	198	21148	936.3
	"All Cancer Sites Combined"	"0"	"Hawaii"	"15"	"2019"	"2019"	"Male"	"M"	"80-84 years"	"80-84"	151	12465	1211.4
	"All Cancer Sites Combined"	"0"	"Hawaii"	"15"	"2019"	"2019"	"Male"	"M"	"85+ years"	"85+"	230	15371	1496.3
	"All Cancer Sites Combined"	"0"	"Idaho"	"16"	"2017"	"2017"	"Female"	"F"	"45-49 years"	"45-49"	33	49626	66.5
	"All Cancer Sites Combined"	"0"	"Idaho"	"16"	"2017"	"2017"	"Female"	"F"	"50-54 years"	"50-54"	50	49892	100.2
	"All Cancer Sites Combined"	"0"	"Idaho"	"16"	"2017"	"2017"	"Female"	"F"	"55-59 years"	"55-59"	92	54915	167.5
	"All Cancer Sites Combined"	"0"	"Idaho"	"16"	"2017"	"2017"	"Female"	"F"	"60-64 years "	"60-64"	158	53265	296.6
	"All Cancer Sites Combined"	"0"	"Idaho"	"16"	"2017"	"2017"	"Female"	"F"	"65-69 years"	"65-69"	186	46645	398.8
	"All Cancer Sites Combined"	"0"	"Idaho"	"16"	"2017"	"2017"	"Female"	"F"	"70-74 years"	"70-74"	196	35428	553.2
	"All Cancer Sites Combined"	"0"	"Idaho"	"16"	"2017"	"2017"	"Female"	"F"	"75-79 years"	"75-79"	214	23941	893.9
	"All Cancer Sites Combined"	"0"	"Idaho"	"16"	"2017"	"2017"	"Female"	"F"	"80-84 years"	"80-84"	145	15737	921.4
	"All Cancer Sites Combined"	"0"	"Idaho"	"16"	"2017"	"2017"	"Female"	"F"	"85+ years"	"85+"	267	17521	1523.9
	"All Cancer Sites Combined"	"0"	"Idaho"	"16"	"2017"	"2017"	"Male"	"M"	"35-39 years"	"35-39"	16	56880	28.1
	"All Cancer Sites Combined"	"0"	"Idaho"	"16"	"2017"	"2017"	"Male"	"M"	"45-49 years"	"45-49"	28	50790	55.1
	"All Cancer Sites Combined"	"0"	"Idaho"	"16"	"2017"	"2017"	"Male"	"M"	"50-54 years"	"50-54"	42	49144	85.5
	"All Cancer Sites Combined"	"0"	"Idaho"	"16"	"2017"	"2017"	"Male"	"M"	"55-59 years"	"55-59"	105	52888	198.5
	"All Cancer Sites Combined"	"0"	"Idaho"	"16"	"2017"	"2017"	"Male"	"M"	"60-64 years "	"60-64"	187	50624	369.4
	"All Cancer Sites Combined"	"0"	"Idaho"	"16"	"2017"	"2017"	"Male"	"M"	"65-69 years"	"65-69"	224	44643	501.8
	"All Cancer Sites Combined"	"0"	"Idaho"	"16"	"2017"	"2017"	"Male"	"M"	"70-74 years"	"70-74"	245	34004	720.5
	"All Cancer Sites Combined"	"0"	"Idaho"	"16"	"2017"	"2017"	"Male"	"M"	"75-79 years"	"75-79"	265	22064	1201.1
	"All Cancer Sites Combined"	"0"	"Idaho"	"16"	"2017"	"2017"	"Male"	"M"	"80-84 years"	"80-84"	211	13333	1582.5
	"All Cancer Sites Combined"	"0"	"Idaho"	"16"	"2017"	"2017"	"Male"	"M"	"85+ years"	"85+"	292	11075	2636.6
	"All Cancer Sites Combined"	"0"	"Idaho"	"16"	"2019"	"2019"	"Female"	"F"	"45-49 years"	"45-49"	23	50700	45.4
	"All Cancer Sites Combined"	"0"	"Idaho"	"16"	"2019"	"2019"	"Female"	"F"	"50-54 years"	"50-54"	42	49256	85.3
	"All Cancer Sites Combined"	"0"	"Idaho"	"16"	"2019"	"2019"	"Female"	"F"	"55-59 years"	"55-59"	88	55914	157.4
	"All Cancer Sites Combined"	"0"	"Idaho"	"16"	"2019"	"2019"	"Female"	"F"	"60-64 years "	"60-64"	130	56116	231.7
	"All Cancer Sites Combined"	"0"	"Idaho"	"16"	"2019"	"2019"	"Female"	"F"	"65-69 years"	"65-69"	171	50318	339.8
	"All Cancer Sites Combined"	"0"	"Idaho"	"16"	"2019"	"2019"	"Female"	"F"	"70-74 years"	"70-74"	201	39869	504.2
	"All Cancer Sites Combined"	"0"	"Idaho"	"16"	"2019"	"2019"	"Female"	"F"	"75-79 years"	"75-79"	206	27777	741.6
	"All Cancer Sites Combined"	"0"	"Idaho"	"16"	"2019"	"2019"	"Female"	"F"	"80-84 years"	"80-84"	186	17182	1082.5
	"All Cancer Sites Combined"	"0"	"Idaho"	"16"	"2019"	"2019"	"Female"	"F"	"85+ years"	"85+"	245	17860	1371.8
	"All Cancer Sites Combined"	"0"	"Idaho"	"16"	"2019"	"2019"	"Male"	"M"	"45-49 years"	"45-49"	24	52205	46.0
	"All Cancer Sites Combined"	"0"	"Idaho"	"16"	"2019"	"2019"	"Male"	"M"	"50-54 years"	"50-54"	42	49609	84.7
	"All Cancer Sites Combined"	"0"	"Idaho"	"16"	"2019"	"2019"	"Male"	"M"	"55-59 years"	"55-59"	84	53678	156.5
	"All Cancer Sites Combined"	"0"	"Idaho"	"16"	"2019"	"2019"	"Male"	"M"	"60-64 years "	"60-64"	173	52681	328.4
	"All Cancer Sites Combined"	"0"	"Idaho"	"16"	"2019"	"2019"	"Male"	"M"	"65-69 years"	"65-69"	219	47651	459.6
	"All Cancer Sites Combined"	"0"	"Idaho"	"16"	"2019"	"2019"	"Male"	"M"	"70-74 years"	"70-74"	252	38490	654.7
	"All Cancer Sites Combined"	"0"	"Idaho"	"16"	"2019"	"2019"	"Male"	"M"	"75-79 years"	"75-79"	252	25161	1001.6
	"All Cancer Sites Combined"	"0"	"Idaho"	"16"	"2019"	"2019"	"Male"	"M"	"80-84 years"	"80-84"	231	14900	1550.3
	"All Cancer Sites Combined"	"0"	"Idaho"	"16"	"2019"	"2019"	"Male"	"M"	"85+ years"	"85+"	273	11761	2321.2
	"All Cancer Sites Combined"	"0"	"Illinois"	"17"	"2017"	"2017"	"Female"	"F"	"25-29 years"	"25-29"	27	446186	6.1
	"All Cancer Sites Combined"	"0"	"Illinois"	"17"	"2017"	"2017"	"Female"	"F"	"30-34 years"	"30-34"	54	433056	12.5
	"All Cancer Sites Combined"	"0"	"Illinois"	"17"	"2017"	"2017"	"Female"	"F"	"35-39 years"	"35-39"	77	425035	18.1
	"All Cancer Sites Combined"	"0"	"Illinois"	"17"	"2017"	"2017"	"Female"	"F"	"40-44 years"	"40-44"	149	393922	37.8
	"All Cancer Sites Combined"	"0"	"Illinois"	"17"	"2017"	"2017"	"Female"	"F"	"45-49 years"	"45-49"	285	419054	68.0
	"All Cancer Sites Combined"	"0"	"Illinois"	"17"	"2017"	"2017"	"Female"	"F"	"50-54 years"	"50-54"	515	429169	120.0
	"All Cancer Sites Combined"	"0"	"Illinois"	"17"	"2017"	"2017"	"Female"	"F"	"55-59 years"	"55-59"	905	449734	201.2
	"All Cancer Sites Combined"	"0"	"Illinois"	"17"	"2017"	"2017"	"Female"	"F"	"60-64 years "	"60-64"	1209	408011	296.3
	"All Cancer Sites Combined"	"0"	"Illinois"	"17"	"2017"	"2017"	"Female"	"F"	"65-69 years"	"65-69"	1487	338361	439.5
	"All Cancer Sites Combined"	"0"	"Illinois"	"17"	"2017"	"2017"	"Female"	"F"	"70-74 years"	"70-74"	1616	257855	626.7
	"All Cancer Sites Combined"	"0"	"Illinois"	"17"	"2017"	"2017"	"Female"	"F"	"75-79 years"	"75-79"	1627	186829	870.8
	"All Cancer Sites Combined"	"0"	"Illinois"	"17"	"2017"	"2017"	"Female"	"F"	"80-84 years"	"80-84"	1455	136153	1068.7
	"All Cancer Sites Combined"	"0"	"Illinois"	"17"	"2017"	"2017"	"Female"	"F"	"85+ years"	"85+"	2312	176265	1311.7
	"All Cancer Sites Combined"	"0"	"Illinois"	"17"	"2017"	"2017"	"Male"	"M"	"20-24 years"	"20-24"	19	438385	4.3
	"All Cancer Sites Combined"	"0"	"Illinois"	"17"	"2017"	"2017"	"Male"	"M"	"25-29 years"	"25-29"	29	457902	6.3
	"All Cancer Sites Combined"	"0"	"Illinois"	"17"	"2017"	"2017"	"Male"	"M"	"30-34 years"	"30-34"	50	440182	11.4
	"All Cancer Sites Combined"	"0"	"Illinois"	"17"	"2017"	"2017"	"Male"	"M"	"35-39 years"	"35-39"	62	425792	14.6
	"All Cancer Sites Combined"	"0"	"Illinois"	"17"	"2017"	"2017"	"Male"	"M"	"40-44 years"	"40-44"	124	391128	31.7
	"All Cancer Sites Combined"	"0"	"Illinois"	"17"	"2017"	"2017"	"Male"	"M"	"45-49 years"	"45-49"	219	411566	53.2
	"All Cancer Sites Combined"	"0"	"Illinois"	"17"	"2017"	"2017"	"Male"	"M"	"50-54 years"	"50-54"	464	416932	111.3
	"All Cancer Sites Combined"	"0"	"Illinois"	"17"	"2017"	"2017"	"Male"	"M"	"55-59 years"	"55-59"	993	427915	232.1
	"All Cancer Sites Combined"	"0"	"Illinois"	"17"	"2017"	"2017"	"Male"	"M"	"60-64 years "	"60-64"	1419	377238	376.2
	"All Cancer Sites Combined"	"0"	"Illinois"	"17"	"2017"	"2017"	"Male"	"M"	"65-69 years"	"65-69"	1771	301177	588.0
	"All Cancer Sites Combined"	"0"	"Illinois"	"17"	"2017"	"2017"	"Male"	"M"	"70-74 years"	"70-74"	1791	216799	826.1
	"All Cancer Sites Combined"	"0"	"Illinois"	"17"	"2017"	"2017"	"Male"	"M"	"75-79 years"	"75-79"	1787	143642	1244.1
	"All Cancer Sites Combined"	"0"	"Illinois"	"17"	"2017"	"2017"	"Male"	"M"	"80-84 years"	"80-84"	1572	94047	1671.5
	"All Cancer Sites Combined"	"0"	"Illinois"	"17"	"2017"	"2017"	"Male"	"M"	"85+ years"	"85+"	2042	88953	2295.6
	"All Cancer Sites Combined"	"0"	"Illinois"	"17"	"2019"	"2019"	"Female"	"F"	"20-24 years"	"20-24"	18	408523	4.4
	"All Cancer Sites Combined"	"0"	"Illinois"	"17"	"2019"	"2019"	"Female"	"F"	"25-29 years"	"25-29"	29	442731	6.6
	"All Cancer Sites Combined"	"0"	"Illinois"	"17"	"2019"	"2019"	"Female"	"F"	"30-34 years"	"30-34"	43	425471	10.1
	"All Cancer Sites Combined"	"0"	"Illinois"	"17"	"2019"	"2019"	"Female"	"F"	"35-39 years"	"35-39"	84	424635	19.8
	"All Cancer Sites Combined"	"0"	"Illinois"	"17"	"2019"	"2019"	"Female"	"F"	"40-44 years"	"40-44"	140	393541	35.6
	"All Cancer Sites Combined"	"0"	"Illinois"	"17"	"2019"	"2019"	"Female"	"F"	"45-49 years"	"45-49"	281	403414	69.7
	"All Cancer Sites Combined"	"0"	"Illinois"	"17"	"2019"	"2019"	"Female"	"F"	"50-54 years"	"50-54"	442	404664	109.2
	"All Cancer Sites Combined"	"0"	"Illinois"	"17"	"2019"	"2019"	"Female"	"F"	"55-59 years"	"55-59"	864	436885	197.8
	"All Cancer Sites Combined"	"0"	"Illinois"	"17"	"2019"	"2019"	"Female"	"F"	"60-64 years "	"60-64"	1174	416640	281.8
	"All Cancer Sites Combined"	"0"	"Illinois"	"17"	"2019"	"2019"	"Female"	"F"	"65-69 years"	"65-69"	1435	349858	410.2
	"All Cancer Sites Combined"	"0"	"Illinois"	"17"	"2019"	"2019"	"Female"	"F"	"70-74 years"	"70-74"	1638	278198	588.8
	"All Cancer Sites Combined"	"0"	"Illinois"	"17"	"2019"	"2019"	"Female"	"F"	"75-79 years"	"75-79"	1659	201846	821.9
	"All Cancer Sites Combined"	"0"	"Illinois"	"17"	"2019"	"2019"	"Female"	"F"	"80-84 years"	"80-84"	1526	141930	1075.2
	"All Cancer Sites Combined"	"0"	"Illinois"	"17"	"2019"	"2019"	"Female"	"F"	"85+ years"	"85+"	2203	175653	1254.2
	"All Cancer Sites Combined"	"0"	"Illinois"	"17"	"2019"	"2019"	"Male"	"M"	"15-19 years"	"15-19"	16	420735	3.8
	"All Cancer Sites Combined"	"0"	"Illinois"	"17"	"2019"	"2019"	"Male"	"M"	"20-24 years"	"20-24"	18	420993	4.3
	"All Cancer Sites Combined"	"0"	"Illinois"	"17"	"2019"	"2019"	"Male"	"M"	"25-29 years"	"25-29"	36	455137	7.9
	"All Cancer Sites Combined"	"0"	"Illinois"	"17"	"2019"	"2019"	"Male"	"M"	"30-34 years"	"30-34"	44	435793	10.1
	"All Cancer Sites Combined"	"0"	"Illinois"	"17"	"2019"	"2019"	"Male"	"M"	"35-39 years"	"35-39"	75	425776	17.6
	"All Cancer Sites Combined"	"0"	"Illinois"	"17"	"2019"	"2019"	"Male"	"M"	"40-44 years"	"40-44"	120	392531	30.6
	"All Cancer Sites Combined"	"0"	"Illinois"	"17"	"2019"	"2019"	"Male"	"M"	"45-49 years"	"45-49"	228	395188	57.7
	"All Cancer Sites Combined"	"0"	"Illinois"	"17"	"2019"	"2019"	"Male"	"M"	"50-54 years"	"50-54"	468	394391	118.7
	"All Cancer Sites Combined"	"0"	"Illinois"	"17"	"2019"	"2019"	"Male"	"M"	"55-59 years"	"55-59"	930	417135	222.9
	"All Cancer Sites Combined"	"0"	"Illinois"	"17"	"2019"	"2019"	"Male"	"M"	"60-64 years "	"60-64"	1418	386164	367.2
	"All Cancer Sites Combined"	"0"	"Illinois"	"17"	"2019"	"2019"	"Male"	"M"	"65-69 years"	"65-69"	1796	311681	576.2
	"All Cancer Sites Combined"	"0"	"Illinois"	"17"	"2019"	"2019"	"Male"	"M"	"70-74 years"	"70-74"	1827	235792	774.8
	"All Cancer Sites Combined"	"0"	"Illinois"	"17"	"2019"	"2019"	"Male"	"M"	"75-79 years"	"75-79"	1754	157009	1117.1
	"All Cancer Sites Combined"	"0"	"Illinois"	"17"	"2019"	"2019"	"Male"	"M"	"80-84 years"	"80-84"	1531	99464	1539.3
	"All Cancer Sites Combined"	"0"	"Illinois"	"17"	"2019"	"2019"	"Male"	"M"	"85+ years"	"85+"	2055	90831	2262.4
	"All Cancer Sites Combined"	"0"	"Indiana"	"18"	"2017"	"2017"	"Female"	"F"	"30-34 years"	"30-34"	32	208641	15.3
	"All Cancer Sites Combined"	"0"	"Indiana"	"18"	"2017"	"2017"	"Female"	"F"	"35-39 years"	"35-39"	43	210834	20.4
	"All Cancer Sites Combined"	"0"	"Indiana"	"18"	"2017"	"2017"	"Female"	"F"	"40-44 years"	"40-44"	84	197937	42.4
	"All Cancer Sites Combined"	"0"	"Indiana"	"18"	"2017"	"2017"	"Female"	"F"	"45-49 years"	"45-49"	166	210200	79.0
	"All Cancer Sites Combined"	"0"	"Indiana"	"18"	"2017"	"2017"	"Female"	"F"	"50-54 years"	"50-54"	336	218729	153.6
	"All Cancer Sites Combined"	"0"	"Indiana"	"18"	"2017"	"2017"	"Female"	"F"	"55-59 years"	"55-59"	519	232148	223.6
	"All Cancer Sites Combined"	"0"	"Indiana"	"18"	"2017"	"2017"	"Female"	"F"	"60-64 years "	"60-64"	670	214092	312.9
	"All Cancer Sites Combined"	"0"	"Indiana"	"18"	"2017"	"2017"	"Female"	"F"	"65-69 years"	"65-69"	818	180541	453.1
	"All Cancer Sites Combined"	"0"	"Indiana"	"18"	"2017"	"2017"	"Female"	"F"	"70-74 years"	"70-74"	910	136842	665.0
	"All Cancer Sites Combined"	"0"	"Indiana"	"18"	"2017"	"2017"	"Female"	"F"	"75-79 years"	"75-79"	877	98313	892.0
	"All Cancer Sites Combined"	"0"	"Indiana"	"18"	"2017"	"2017"	"Female"	"F"	"80-84 years"	"80-84"	774	70488	1098.1
	"All Cancer Sites Combined"	"0"	"Indiana"	"18"	"2017"	"2017"	"Female"	"F"	"85+ years"	"85+"	1099	86558	1269.7
	"All Cancer Sites Combined"	"0"	"Indiana"	"18"	"2017"	"2017"	"Male"	"M"	"30-34 years"	"30-34"	21	208703	10.1
	"All Cancer Sites Combined"	"0"	"Indiana"	"18"	"2017"	"2017"	"Male"	"M"	"35-39 years"	"35-39"	41	210609	19.5
	"All Cancer Sites Combined"	"0"	"Indiana"	"18"	"2017"	"2017"	"Male"	"M"	"40-44 years"	"40-44"	92	196550	46.8
	"All Cancer Sites Combined"	"0"	"Indiana"	"18"	"2017"	"2017"	"Male"	"M"	"45-49 years"	"45-49"	137	210468	65.1
	"All Cancer Sites Combined"	"0"	"Indiana"	"18"	"2017"	"2017"	"Male"	"M"	"50-54 years"	"50-54"	320	213955	149.6
	"All Cancer Sites Combined"	"0"	"Indiana"	"18"	"2017"	"2017"	"Male"	"M"	"55-59 years"	"55-59"	616	222460	276.9
	"All Cancer Sites Combined"	"0"	"Indiana"	"18"	"2017"	"2017"	"Male"	"M"	"60-64 years "	"60-64"	843	200770	419.9
	"All Cancer Sites Combined"	"0"	"Indiana"	"18"	"2017"	"2017"	"Male"	"M"	"65-69 years"	"65-69"	969	163133	594.0
	"All Cancer Sites Combined"	"0"	"Indiana"	"18"	"2017"	"2017"	"Male"	"M"	"70-74 years"	"70-74"	1085	117369	924.4
	"All Cancer Sites Combined"	"0"	"Indiana"	"18"	"2017"	"2017"	"Male"	"M"	"75-79 years"	"75-79"	1070	77194	1386.1
	"All Cancer Sites Combined"	"0"	"Indiana"	"18"	"2017"	"2017"	"Male"	"M"	"80-84 years"	"80-84"	895	48644	1839.9
	"All Cancer Sites Combined"	"0"	"Indiana"	"18"	"2017"	"2017"	"Male"	"M"	"85+ years"	"85+"	981	43431	2258.8
	"All Cancer Sites Combined"	"0"	"Indiana"	"18"	"2019"	"2019"	"Female"	"F"	"25-29 years"	"25-29"	17	228811	7.4
	"All Cancer Sites Combined"	"0"	"Indiana"	"18"	"2019"	"2019"	"Female"	"F"	"30-34 years"	"30-34"	25	212487	11.8
	"All Cancer Sites Combined"	"0"	"Indiana"	"18"	"2019"	"2019"	"Female"	"F"	"35-39 years"	"35-39"	53	213971	24.8
	"All Cancer Sites Combined"	"0"	"Indiana"	"18"	"2019"	"2019"	"Female"	"F"	"40-44 years"	"40-44"	84	201435	41.7
	"All Cancer Sites Combined"	"0"	"Indiana"	"18"	"2019"	"2019"	"Female"	"F"	"45-49 years"	"45-49"	137	207327	66.1
	"All Cancer Sites Combined"	"0"	"Indiana"	"18"	"2019"	"2019"	"Female"	"F"	"50-54 years"	"50-54"	273	206673	132.1
	"All Cancer Sites Combined"	"0"	"Indiana"	"18"	"2019"	"2019"	"Female"	"F"	"55-59 years"	"55-59"	465	229019	203.0
	"All Cancer Sites Combined"	"0"	"Indiana"	"18"	"2019"	"2019"	"Female"	"F"	"60-64 years "	"60-64"	724	219898	329.2
	"All Cancer Sites Combined"	"0"	"Indiana"	"18"	"2019"	"2019"	"Female"	"F"	"65-69 years"	"65-69"	820	188259	435.6
	"All Cancer Sites Combined"	"0"	"Indiana"	"18"	"2019"	"2019"	"Female"	"F"	"70-74 years"	"70-74"	928	149296	621.6
	"All Cancer Sites Combined"	"0"	"Indiana"	"18"	"2019"	"2019"	"Female"	"F"	"75-79 years"	"75-79"	879	106589	824.7
	"All Cancer Sites Combined"	"0"	"Indiana"	"18"	"2019"	"2019"	"Female"	"F"	"80-84 years"	"80-84"	803	74031	1084.7
